#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2018 03 03 10 10 259  5.3 999 99.0 9999
2018 03 03 10 20 262  5.0 999 99.0 9999
2018 03 03 10 30 264  4.8 999 99.0 9999
2018 03 03 10 40 264  4.9 999 99.0 9999
2018 03 03 10 50 264  6.1 273  8.7 0950
2018 03 03 11 00 273  6.2 999 99.0 9999
2018 03 03 11 10 267  6.0 999 99.0 9999
2018 03 03 11 20 272  5.8 999 99.0 9999
2018 03 03 11 30 275  5.2 999 99.0 9999
2018 03 03 11 40 272  5.2 999 99.0 9999
2018 03 03 11 50 286  4.9 270  8.1 1059
2018 03 03 12 00 293  6.9 999 99.0 9999
2018 03 03 12 10 298  6.2 999 99.0 9999
2018 03 03 12 20 291  5.7 999 99.0 9999
2018 03 03 12 30 287  6.9 999 99.0 9999
2018 03 03 12 40 290  5.5 999 99.0 9999
2018 03 03 12 50 281  5.4 299  9.2 1222
2018 03 03 13 00 266  5.3 999 99.0 9999
2018 03 03 13 10 270  5.3 999 99.0 9999
2018 03 03 13 20 272  5.1 999 99.0 9999
2018 03 03 13 30 272  5.3 999 99.0 9999
2018 03 03 13 40 279  4.6 999 99.0 9999
2018 03 03 13 50 281  5.1 268  7.0 1259
2018 03 03 14 00 274  4.8 999 99.0 9999
2018 03 03 14 10 273  4.8 999 99.0 9999
2018 03 03 14 20 269  3.9 999 99.0 9999
2018 03 03 14 30 276  3.9 999 99.0 9999
2018 03 03 14 40 281  4.2 999 99.0 9999
2018 03 03 14 50 279  3.6 278  6.4 1401
2018 03 03 15 00 258  2.9 999 99.0 9999
2018 03 03 15 10 274  3.6 999 99.0 9999
2018 03 03 15 20 320  3.7 999 99.0 9999
2018 03 03 15 30 331  3.2 999 99.0 9999
2018 03 03 15 40 317  2.9 999 99.0 9999
2018 03 03 15 50 313  1.9 298  5.4 1509
2018 03 03 16 00 281  0.3 999 99.0 9999
2018 03 03 16 10 292  0.2 999 99.0 9999
2018 03 03 16 20 182  0.3 999 99.0 9999
2018 03 03 16 30  52  0.3 999 99.0 9999
2018 03 03 16 40 336  1.8 999 99.0 9999
2018 03 03 16 50 331  3.3 321  5.6 1643
2018 03 03 17 00 298  2.5 999 99.0 9999
2018 03 03 17 10 230  4.4 999 99.0 9999
2018 03 03 17 20 249  5.9 999 99.0 9999
2018 03 03 17 30 258  6.2 999 99.0 9999
