#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 05 15 40 999 99.0 99.0  1.65 14.29  8.56 285 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 16 10 999 99.0 99.0  1.57 15.38  8.18 295 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 16 40 999 99.0 99.0  1.50 14.29  7.45 288 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 17 10 999 99.0 99.0  1.50 15.38  7.34 292 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 17 40 999 99.0 99.0  1.37 15.38  6.84 294 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 18 10 999 99.0 99.0  1.45 15.38  7.15 280 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 18 40 999 99.0 99.0  1.41 14.29  7.29 287 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 19 10 999 99.0 99.0  1.38 15.38  7.39 294 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 19 40 999 99.0 99.0  1.28 14.29  7.11 290 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 20 10 999 99.0 99.0  1.37 15.38  7.73 295 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 20 40 999 99.0 99.0  1.29 15.38  7.43 294 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 21 10 999 99.0 99.0  1.35 15.38  7.38 294 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 21 40 999 99.0 99.0  1.43 15.38  7.61 292 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 22 10 999 99.0 99.0  1.24 14.29  6.44 295 9999.0 999.0  13.3 999.0 99.0 99.00
2010 01 05 22 40 999 99.0 99.0  1.41 14.29  6.96 294 9999.0 999.0  13.4 999.0 99.0 99.00
2010 01 05 23 10 999 99.0 99.0  1.34 14.29  6.66 305 9999.0 999.0  13.4 999.0 99.0 99.00
